City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
238,Sitka,US,2021-11-07 06:37:35,57.0531,-135.33,33.69,86,1,4.61,clear sky
239,Acapulco,MX,2021-11-07 06:38:09,16.8634,-99.8901,76.37,83,17,4.34,few clouds
240,Mount Isa,AU,2021-11-07 06:38:03,-20.7333,139.5,85.77,51,90,10.36,overcast clouds
241,Sarangani,PH,2021-11-07 06:46:40,5.4033,125.4636,85.12,71,82,16.08,broken clouds
242,Jalu,LY,2021-11-07 06:39:45,29.0331,21.5482,71.91,38,3,5.12,clear sky
243,Paragould,US,2021-11-07 06:46:40,36.0584,-90.4973,39.13,51,0,4.52,clear sky
244,Camana,PE,2021-11-07 06:46:41,-16.6228,-72.7111,63.63,87,77,8.95,broken clouds
245,Ilulissat,GL,2021-11-07 06:39:06,69.2167,-51.1,17.62,67,40,1.14,scattered clouds
246,Kurunegala,LK,2021-11-07 06:46:41,7.4863,80.3623,81.12,77,100,5.57,overcast clouds
247,Taltal,CL,2021-11-07 06:46:41,-25.4,-70.4833,59.16,80,21,2.06,few clouds
248,Bairiki,KI,2021-11-07 06:46:42,1.3292,172.9752,82.4,69,40,3.44,scattered clouds
249,Ende,ID,2021-11-07 06:46:42,-8.8432,121.6623,84.65,78,93,3.09,overcast clouds
250,Dzialdowo,PL,2021-11-07 06:46:42,53.2396,20.17,42.57,78,100,17.45,light rain
251,Mokobeng,BW,2021-11-07 06:46:43,-22.9965,27.6678,89.42,32,26,15.59,scattered clouds
252,Kautokeino,NO,2021-11-07 06:46:43,69.0125,23.0412,10.98,91,35,3.02,scattered clouds
253,Kasongo-Lunda,CD,2021-11-07 06:40:25,-6.4667,16.8167,76.42,83,100,1.83,overcast clouds
254,Zuwarah,LY,2021-11-07 06:46:43,32.9312,12.082,68.88,52,100,7.7,overcast clouds
255,Tiksi,RU,2021-11-07 06:37:47,71.6872,128.8694,2.82,85,100,17.34,overcast clouds
256,Boddam,GB,2021-11-07 06:46:44,57.4667,-1.7833,46.78,71,35,45.25,scattered clouds
257,Saldanha,ZA,2021-11-07 06:37:38,-33.0117,17.9442,60.87,63,100,16.87,overcast clouds
258,Saint Anthony,US,2021-11-07 06:40:51,45.0205,-93.218,53.71,77,1,1.99,clear sky
259,Pacific Grove,US,2021-11-07 06:34:59,36.6177,-121.9166,57.69,83,1,4.0,clear sky
260,Sabang,ID,2021-11-07 06:46:45,5.8933,95.3214,81.19,76,100,3.85,overcast clouds
261,Corning,US,2021-11-07 06:46:45,42.1428,-77.0547,37.99,84,1,0.0,clear sky
262,Nyazepetrovsk,RU,2021-11-07 06:46:45,56.0531,59.6028,30.49,94,100,12.41,light snow
263,Ibatiba,BR,2021-11-07 06:46:46,-20.2339,-41.5106,63.18,98,100,2.01,overcast clouds
264,Chapada Dos Guimaraes,BR,2021-11-07 06:46:46,-15.4606,-55.7497,62.26,98,99,3.89,overcast clouds
265,Tagusao,PH,2021-11-07 06:46:46,9.1924,117.8141,85.14,69,28,7.92,scattered clouds
266,Rio Claro,BR,2021-11-07 06:46:47,-22.4114,-47.5614,69.78,70,99,6.89,overcast clouds
267,Cobija,BO,2021-11-07 06:46:47,-11.0267,-68.7692,69.57,99,100,3.15,light rain
268,Mangan,IN,2021-11-07 06:46:48,27.5167,88.5333,73.38,57,85,7.2,overcast clouds
269,Saint-Augustin,CA,2021-11-07 06:39:55,51.226,-58.6502,36.37,81,100,11.77,overcast clouds
270,Negotino,MK,2021-11-07 06:46:48,41.4839,22.0892,50.86,70,100,1.9,overcast clouds
271,Terrace,CA,2021-11-07 06:46:49,54.5163,-128.6035,37.31,100,75,6.91,mist
272,Bilma,NE,2021-11-07 06:38:51,18.6853,12.9164,78.84,13,69,6.76,broken clouds
273,Mount Gambier,AU,2021-11-07 06:38:48,-37.8333,140.7667,60.71,55,90,13.8,overcast clouds
274,Talnakh,RU,2021-11-07 06:38:19,69.4865,88.3972,23.74,96,100,13.02,snow
275,Darhan,MN,2021-11-07 06:46:49,49.4867,105.9228,24.24,44,100,5.06,overcast clouds
276,Carutapera,BR,2021-11-07 06:46:50,-1.195,-46.02,77.43,90,99,4.0,overcast clouds
277,Homer,US,2021-11-07 06:46:50,59.6425,-151.5483,33.67,69,40,5.75,scattered clouds
278,Mahebourg,MU,2021-11-07 06:37:27,-20.4081,57.7,80.89,69,75,11.5,broken clouds
279,Sakakah,SA,2021-11-07 06:40:17,29.9697,40.2064,65.77,30,0,2.35,clear sky
280,Tatawin,TN,2021-11-07 06:46:51,32.9297,10.4518,59.88,35,100,6.35,overcast clouds
281,Wamba,NG,2021-11-07 06:46:51,8.9333,8.6,77.92,63,100,0.58,overcast clouds
282,San Carlos,VE,2021-11-07 06:46:51,9.6612,-68.5827,73.31,81,99,2.73,overcast clouds
283,Neyshabur,IR,2021-11-07 06:46:52,36.2133,58.7958,46.42,15,100,2.08,overcast clouds
284,Acari,PE,2021-11-07 06:46:52,-15.4311,-74.6158,66.27,73,100,3.8,overcast clouds
285,San Patricio,US,2021-11-07 06:40:29,28.017,-97.5169,64.83,72,0,2.77,clear sky
286,Ixtapa,MX,2021-11-07 06:40:14,20.7,-105.2,71.74,90,100,3.22,overcast clouds
287,Catamarca,AR,2021-11-07 06:46:52,-28.4696,-65.7852,62.78,74,0,3.78,clear sky
288,Bambous Virieux,MU,2021-11-07 06:38:50,-20.3428,57.7575,80.85,69,75,11.5,broken clouds
289,The Valley,AI,2021-11-07 06:39:17,18.217,-63.0578,80.46,63,41,12.91,scattered clouds
290,Gondar,ET,2021-11-07 06:46:53,12.6,37.4667,61.11,66,100,1.68,overcast clouds
291,Inhambane,MZ,2021-11-07 06:45:49,-23.865,35.3833,78.78,83,75,5.01,broken clouds
292,Bambanglipuro,ID,2021-11-07 06:37:55,-7.95,110.2833,68.61,78,100,4.5,moderate rain
293,Oriximina,BR,2021-11-07 06:46:53,-1.7656,-55.8661,73.83,96,99,3.76,overcast clouds
294,Yushan,CN,2021-11-07 06:46:54,31.3776,120.9543,71.49,86,100,19.73,light rain
295,Nizhnevartovsk,RU,2021-11-07 06:46:54,60.9344,76.5531,32.02,100,90,15.66,snow
296,Pontianak,ID,2021-11-07 06:46:54,-0.0333,109.3333,84.18,74,75,3.44,broken clouds
297,Asau,RO,2021-11-07 06:38:12,46.4333,26.4,46.76,79,100,2.17,light rain
298,Bull Savanna,JM,2021-11-07 06:46:55,17.8868,-77.5902,75.29,88,100,5.14,overcast clouds
299,Izmaylovo,RU,2021-11-07 06:46:55,53.7211,47.2458,43.3,76,78,16.71,broken clouds
300,Thompson,CA,2021-11-07 06:37:26,55.7435,-97.8558,32.16,100,90,2.3,overcast clouds
301,Uinskoye,RU,2021-11-07 06:46:56,56.8817,56.5813,33.82,97,100,13.6,overcast clouds
302,Sioux Lookout,CA,2021-11-07 06:38:20,50.1001,-91.917,41.38,100,1,4.61,clear sky
303,Jizan,SA,2021-11-07 06:42:10,17.3333,42.6667,88.74,46,0,2.77,clear sky
304,Mar Del Plata,AR,2021-11-07 06:36:02,-38.0023,-57.5575,49.08,93,0,0.0,clear sky
305,Lorengau,PG,2021-11-07 06:38:53,-2.0226,147.2712,84.74,71,5,8.48,clear sky
306,Camacupa,AO,2021-11-07 06:39:01,-12.0167,17.4833,74.88,51,100,2.71,overcast clouds
307,Kalininsk,RU,2021-11-07 06:46:57,51.5,44.4758,44.4,75,99,15.52,overcast clouds
308,Ostuacan,MX,2021-11-07 06:46:57,17.4167,-93.3,62.65,94,99,4.03,overcast clouds
309,Marzuq,YE,2021-11-07 06:40:20,14.4,46.4667,75.52,17,3,2.51,clear sky
310,Necochea,AR,2021-11-07 06:46:57,-38.5473,-58.7368,45.03,73,100,7.49,overcast clouds
311,Bardiyah,LY,2021-11-07 06:46:58,31.7561,25.0865,70.41,74,90,6.76,overcast clouds
312,Yen Bai,VN,2021-11-07 06:46:58,21.7,104.8667,83.5,74,48,2.77,scattered clouds
313,Nizhnyaya Tavda,RU,2021-11-07 06:46:58,57.6731,66.1725,38.39,61,100,15.03,overcast clouds
314,Sangar,RU,2021-11-07 06:40:58,63.9242,127.4739,-7.98,100,100,2.62,overcast clouds
315,Ariquemes,BR,2021-11-07 06:35:58,-9.9133,-63.0408,70.74,99,86,0.74,overcast clouds
316,Nisia Floresta,BR,2021-11-07 06:46:59,-6.0911,-35.2086,80.98,87,74,6.62,broken clouds
317,Longyearbyen,SJ,2021-11-07 06:38:47,78.2186,15.6401,15.64,62,75,6.91,broken clouds
318,Turukhansk,RU,2021-11-07 06:38:59,65.8167,87.9833,32.22,98,100,16.51,snow
319,Petropavlovsk-Kamchatskiy,RU,2021-11-07 06:38:04,53.0452,158.6483,30.79,74,75,4.47,broken clouds
320,Plettenberg Bay,ZA,2021-11-07 06:37:47,-34.0527,23.3716,62.2,70,100,4.18,overcast clouds
321,Okha,RU,2021-11-07 06:38:47,53.5739,142.9478,26.2,71,100,25.46,overcast clouds
322,Teya,RU,2021-11-07 06:47:00,60.3778,92.6267,26.96,88,100,15.95,light snow
323,Hamilton,US,2021-11-07 06:37:10,39.1834,-84.5333,41.77,79,1,0.0,clear sky
324,Coihaique,CL,2021-11-07 06:34:04,-45.5752,-72.0662,51.75,71,90,2.3,overcast clouds
325,Faro,PT,2021-11-07 06:47:00,37.0194,-7.9322,53.38,47,0,8.05,clear sky
326,Yulara,AU,2021-11-07 06:39:45,-25.2406,130.9889,76.84,57,40,9.22,scattered clouds
327,Coahuayana,MX,2021-11-07 06:44:45,18.7333,-103.6833,74.91,91,100,3.56,overcast clouds
328,Whitehorse,CA,2021-11-07 06:47:01,60.7161,-135.0538,27.37,92,20,5.01,few clouds
329,Batagay-Alyta,RU,2021-11-07 06:47:02,67.8006,130.4114,-8.18,82,100,5.55,overcast clouds
330,Verkhovazhye,RU,2021-11-07 06:47:03,60.7472,42.0465,36.37,86,100,9.28,overcast clouds
331,Amasya,TR,2021-11-07 06:47:03,40.6667,35.8333,46.08,54,95,0.78,overcast clouds
332,Edgewater,US,2021-11-07 06:47:04,28.9889,-80.9023,53.02,77,85,12.71,overcast clouds
333,Mtimbira,TZ,2021-11-07 06:47:05,-8.7833,36.35,90.54,38,100,3.6,overcast clouds
334,Bay Roberts,CA,2021-11-07 06:39:28,47.5999,-53.2648,42.51,90,75,4.0,broken clouds
335,La Peca,PE,2021-11-07 06:47:06,-5.6111,-78.435,65.71,79,100,2.51,overcast clouds
336,Swinford,IE,2021-11-07 06:47:06,53.95,-8.95,49.33,87,75,3.44,broken clouds
337,Gatesville,US,2021-11-07 06:47:06,31.4352,-97.7439,52.36,80,1,0.0,clear sky
338,San-Pedro,CI,2021-11-07 06:47:07,4.7485,-6.6363,76.05,92,100,3.29,overcast clouds
339,Vestmannaeyjar,IS,2021-11-07 06:37:54,63.4427,-20.2734,35.2,83,28,15.03,scattered clouds
340,Antofagasta,CL,2021-11-07 06:42:16,-23.65,-70.4,60.08,84,50,4.74,scattered clouds
341,Udachnyy,RU,2021-11-07 06:47:07,66.4167,112.4,13.01,85,100,12.46,overcast clouds
342,Ozerki,RU,2021-11-07 06:47:08,57.6167,39.8833,39.22,87,75,13.42,broken clouds
343,Atambua,ID,2021-11-07 06:47:08,-9.1061,124.8925,83.68,63,100,0.54,overcast clouds
344,Menongue,AO,2021-11-07 06:47:08,-14.6585,17.691,81.81,41,99,1.88,overcast clouds
345,Khatanga,RU,2021-11-07 06:39:25,71.9667,102.5,10.63,80,100,11.39,overcast clouds
346,San Juan,AR,2021-11-07 06:39:07,-31.5375,-68.5364,61.25,41,0,5.88,clear sky
347,Rorvik,NO,2021-11-07 06:47:09,64.8621,11.2373,39.81,71,5,11.48,clear sky
348,Padang,ID,2021-11-07 06:40:24,-0.9492,100.3543,84.25,73,94,5.99,light rain
349,Traralgon,AU,2021-11-07 06:47:10,-38.1833,146.5333,63.84,81,100,1.01,overcast clouds
350,Visby,SE,2021-11-07 06:47:10,57.6409,18.296,48.85,93,90,14.97,heavy intensity rain
351,Saint-Paul,RE,2021-11-07 06:47:10,-21.0096,55.2707,82.74,90,15,1.99,few clouds
352,Iranshahr,IR,2021-11-07 06:47:11,27.2025,60.6848,80.94,24,0,0.0,clear sky
353,Agadir,MA,2021-11-07 06:47:11,30.4202,-9.5982,48.65,35,0,10.83,clear sky
354,Hobyo,SO,2021-11-07 06:38:18,5.3505,48.5268,82.67,58,7,5.97,clear sky
355,Goderich,CA,2021-11-07 06:39:32,43.7501,-81.7165,50.32,57,6,14.97,clear sky
356,Verkhoyansk,RU,2021-11-07 06:47:12,67.5447,133.385,-9.09,86,97,5.86,overcast clouds
357,Saskylakh,RU,2021-11-07 06:37:23,71.9167,114.0833,5.5,94,99,8.23,overcast clouds
358,Keti Bandar,PK,2021-11-07 06:47:12,24.1447,67.4497,87.87,28,4,3.06,clear sky
359,Reggio Di Calabria,IT,2021-11-07 06:47:12,38.1105,15.6613,74.55,57,20,14.97,few clouds
360,Podyuga,RU,2021-11-07 06:47:13,61.095,40.8647,35.53,89,98,10.67,overcast clouds
361,Ostrovnoy,RU,2021-11-07 06:37:58,68.0531,39.5131,32.4,64,100,23.51,overcast clouds
362,Lamu,KE,2021-11-07 06:47:13,-2.2717,40.902,86.22,60,8,9.73,clear sky
363,Dingle,PH,2021-11-07 06:38:06,10.9995,122.6711,84.31,81,98,11.12,overcast clouds
364,Seymchan,RU,2021-11-07 06:47:14,62.8833,152.4333,16.7,85,100,7.27,overcast clouds
365,Rio Grande,BR,2021-11-07 06:38:13,-32.035,-52.0986,58.17,73,98,7.85,overcast clouds
366,Vyshneve,UA,2021-11-07 06:47:14,50.3891,30.3705,40.05,81,0,8.95,clear sky
367,Chifeng,CN,2021-11-07 06:47:14,42.2683,118.9636,19.24,95,100,10.36,light snow
368,Nome,US,2021-11-07 06:46:02,64.5011,-165.4064,8.67,78,20,0.0,few clouds
369,Yamada,JP,2021-11-07 06:39:11,39.4667,141.95,54.81,74,6,3.22,clear sky
370,Pedernales,DO,2021-11-07 06:38:30,18.0384,-71.744,77.83,75,11,2.75,few clouds
371,Doka,SD,2021-11-07 06:47:15,13.5167,35.7667,87.15,39,6,6.31,clear sky
372,Sarai Alamgir,PK,2021-11-07 06:47:15,32.9012,73.7559,73.38,19,0,5.19,clear sky
373,Chara,RU,2021-11-07 06:47:16,56.9064,118.2631,11.32,88,18,0.67,few clouds
374,Tezu,IN,2021-11-07 06:47:16,27.9167,96.1667,81.55,26,98,2.95,overcast clouds
375,Khani,GE,2021-11-07 06:38:32,41.9563,42.9566,44.17,64,17,2.37,few clouds
376,Eyl,SO,2021-11-07 06:47:17,7.9803,49.8164,84.58,50,7,10.98,clear sky
377,Petatlan,MX,2021-11-07 06:47:17,17.5167,-101.2667,73.35,79,100,4.32,overcast clouds
378,Porto Novo,BJ,2021-11-07 06:47:17,6.4965,2.6036,76.82,81,37,2.28,scattered clouds
379,Tilichiki,RU,2021-11-07 06:33:10,60.4667,166.1,25.66,93,100,6.62,overcast clouds
380,Mildura,AU,2021-11-07 06:47:18,-34.2,142.15,73.36,43,40,9.22,scattered clouds
381,Zhigansk,RU,2021-11-07 06:40:47,66.7697,123.3711,0.41,92,100,16.37,overcast clouds
382,Virginia Beach,US,2021-11-07 06:44:27,36.8529,-75.978,58.01,83,1,16.11,clear sky
383,Buta,CD,2021-11-07 06:47:18,2.7858,24.73,79.27,75,41,1.41,scattered clouds
384,Bahir Dar,ET,2021-11-07 06:47:19,11.5936,37.3908,66.04,65,99,3.22,overcast clouds
385,Tutoia,BR,2021-11-07 06:47:19,-2.7619,-42.2744,79.59,84,99,9.35,overcast clouds
386,Lakatoro,VU,2021-11-07 06:47:19,-16.0999,167.4164,79.38,81,100,6.67,moderate rain
387,Laguna,US,2021-11-07 06:47:20,38.421,-121.4238,57.7,81,1,4.61,clear sky
388,Malanje,AO,2021-11-07 06:47:20,-9.5402,16.341,71.64,80,99,2.37,light rain
389,Riyadh,SA,2021-11-07 06:43:15,24.6877,46.7219,75.34,21,2,4.45,clear sky
390,Grand Gaube,MU,2021-11-07 06:39:58,-20.0064,57.6608,81.0,79,16,16.02,few clouds
391,Tarquinia,IT,2021-11-07 06:47:21,42.2482,11.7553,60.8,89,50,13.6,light rain
392,Flin Flon,CA,2021-11-07 06:37:56,54.7682,-101.865,38.03,80,100,8.25,overcast clouds
393,Camacha,PT,2021-11-07 06:39:07,33.0833,-16.3333,63.82,52,40,16.11,scattered clouds
394,Korla,CN,2021-11-07 06:38:54,41.7597,86.1469,35.69,29,0,16.31,clear sky
395,Coruripe,BR,2021-11-07 06:46:34,-10.1256,-36.1756,76.35,90,84,9.13,broken clouds
396,Mnogovershinnyy,RU,2021-11-07 06:47:21,53.9353,139.9242,19.49,66,100,20.54,overcast clouds
397,Mikhaylovskoye,RU,2021-11-07 06:47:22,51.8239,79.7172,33.71,58,92,13.6,overcast clouds
398,Nouadhibou,MR,2021-11-07 06:37:54,20.931,-17.0347,64.38,72,0,19.57,clear sky
399,Port-Gentil,GA,2021-11-07 06:38:29,-0.7193,8.7815,76.96,100,90,10.36,moderate rain
400,Imbituba,BR,2021-11-07 06:47:22,-28.24,-48.6703,68.83,92,100,9.35,overcast clouds
401,Kudat,MY,2021-11-07 06:47:22,6.8837,116.8477,87.73,74,20,6.91,few clouds
402,Yarmouth,US,2021-11-07 06:39:05,41.7057,-70.2286,47.08,83,1,0.0,clear sky
403,La Palma,US,2021-11-07 06:47:23,33.8464,-118.0467,62.65,92,90,3.44,mist
404,Berlevag,NO,2021-11-07 06:39:11,70.8578,29.0864,31.95,87,100,16.17,light snow
405,Ola,RU,2021-11-07 06:39:47,59.5833,151.2833,32.14,81,100,27.96,snow
406,Caldwell,US,2021-11-07 06:44:03,43.6629,-116.6874,48.81,65,90,5.75,overcast clouds
407,Port Augusta,AU,2021-11-07 06:47:24,-32.5,137.7667,77.7,50,0,19.04,clear sky
408,Margate,GB,2021-11-07 06:37:26,51.3813,1.3862,49.69,71,99,1.99,overcast clouds
409,Arlit,NE,2021-11-07 06:40:11,18.7369,7.3853,80.78,13,8,5.61,clear sky
410,La Paz,BO,2021-11-07 06:47:24,-16.5,-68.15,42.78,100,40,6.91,scattered clouds
411,Mahibadhoo,MV,2021-11-07 06:45:49,3.7833,72.9667,81.99,77,15,15.21,few clouds
412,Valparaiso,CL,2021-11-07 06:39:20,-33.0393,-71.6273,51.44,87,0,2.3,clear sky
413,Rocky Mount,US,2021-11-07 06:47:25,35.9382,-77.7905,53.51,71,20,17.27,few clouds
414,Kaeo,NZ,2021-11-07 06:39:32,-35.1,173.7833,61.48,87,51,3.27,broken clouds
415,Kargopol,RU,2021-11-07 06:47:25,61.5071,38.9456,35.01,83,77,6.51,broken clouds
416,Sabha,LY,2021-11-07 06:47:26,27.0377,14.4283,70.95,31,0,12.5,clear sky
417,Flinders,AU,2021-11-07 06:47:26,-34.5833,150.8552,68.2,92,100,7.02,light rain
418,Marienburg,PL,2021-11-07 06:47:26,54.0359,19.0266,49.05,73,100,19.55,overcast clouds
419,Japura,ID,2021-11-07 06:40:31,-0.3167,102.35,91.2,53,100,3.91,overcast clouds
420,Boundiali,CI,2021-11-07 06:47:27,9.5217,-6.4869,72.55,90,6,3.02,light rain
421,Ust-Ishim,RU,2021-11-07 06:47:27,57.6935,71.1665,35.82,58,100,13.02,overcast clouds
422,Nantucket,US,2021-11-07 06:38:19,41.2835,-70.0995,47.08,80,1,4.61,clear sky
423,Varna,BG,2021-11-07 06:47:28,43.2167,27.9167,56.44,94,90,8.05,overcast clouds
424,Nizhnekamsk,RU,2021-11-07 06:44:34,55.6366,51.8245,36.39,100,90,15.66,fog
425,Boden,SE,2021-11-07 06:39:27,65.8252,21.6886,30.2,87,25,8.05,scattered clouds
426,Zarubino,RU,2021-11-07 06:47:28,42.63,131.0922,43.29,55,100,10.78,overcast clouds
427,Manado,ID,2021-11-07 06:47:29,1.487,124.8455,86.77,74,40,4.61,scattered clouds
428,Smithers,CA,2021-11-07 06:41:05,54.7804,-127.1743,30.52,100,90,2.3,mist
429,Sayansk,RU,2021-11-07 06:47:29,54.1088,102.1648,30.31,74,94,5.55,overcast clouds
430,Te Anau,NZ,2021-11-07 06:39:40,-45.4167,167.7167,58.23,76,82,3.27,broken clouds
431,Barcelos,PT,2021-11-07 06:41:00,41.5388,-8.6151,47.68,70,0,4.97,clear sky
432,Silifke,TR,2021-11-07 06:47:30,36.3778,33.9344,74.84,30,19,8.5,few clouds
433,Thomaston,US,2021-11-07 06:44:10,32.8882,-84.3266,49.06,81,1,1.99,clear sky
434,Kamaishi,JP,2021-11-07 06:38:57,39.2667,141.8833,61.75,73,3,2.62,clear sky
435,Soure,BR,2021-11-07 06:40:14,-0.7167,-48.5233,79.66,82,37,5.77,scattered clouds
436,Kruisfontein,ZA,2021-11-07 06:39:44,-34.0033,24.7314,60.89,60,100,7.43,overcast clouds
437,Deputatskiy,RU,2021-11-07 06:37:35,69.3,139.9,-17.45,93,35,5.64,scattered clouds
438,Buchanan,LR,2021-11-07 06:47:31,5.8808,-10.0467,75.16,89,80,4.43,broken clouds
439,Tongzi,CN,2021-11-07 06:47:31,28.7829,105.0877,49.21,41,97,6.38,overcast clouds
440,Breves,BR,2021-11-07 06:47:32,-1.6822,-50.4803,72.93,98,67,0.6,broken clouds
441,Abu Samrah,SY,2021-11-07 06:40:28,35.3029,37.1841,70.3,33,1,2.48,clear sky
442,Kyabe,TD,2021-11-07 06:47:32,9.4515,18.9449,85.05,54,22,0.87,few clouds
443,Beira,MZ,2021-11-07 06:47:32,-19.8436,34.8389,84.29,70,40,5.01,scattered clouds
444,Kendari,ID,2021-11-07 06:47:33,-3.945,122.4989,87.49,60,13,6.4,few clouds
445,Komatipoort,ZA,2021-11-07 06:47:33,-25.4332,31.9548,84.06,46,93,4.99,overcast clouds
446,Otsuki,JP,2021-11-07 06:47:33,35.6,138.9333,63.79,74,21,4.32,few clouds
447,Armidale,AU,2021-11-07 06:47:34,-30.5167,151.65,64.81,91,100,7.61,light rain
448,Shar,KZ,2021-11-07 06:47:34,49.5886,81.0453,27.14,67,19,13.69,few clouds
449,Maceio,BR,2021-11-07 06:36:24,-9.6658,-35.7353,78.24,94,40,2.3,scattered clouds
450,Springdale,US,2021-11-07 06:47:34,36.1867,-94.1288,46.81,89,1,3.44,clear sky
451,Tual,ID,2021-11-07 06:39:49,-5.6667,132.75,84.96,69,100,3.56,overcast clouds
452,Souillac,MU,2021-11-07 06:37:37,-20.5167,57.5167,80.98,69,75,11.5,broken clouds
453,Victoria Point,AU,2021-11-07 06:47:35,-27.5833,153.3,77.22,76,100,4.0,overcast clouds
454,Norman Wells,CA,2021-11-07 06:47:35,65.282,-126.8329,24.84,100,90,2.3,light snow
455,Nara,JP,2021-11-07 06:47:36,34.6851,135.8049,70.97,40,57,9.78,broken clouds
456,Paamiut,GL,2021-11-07 06:45:57,61.994,-49.6678,24.49,66,64,12.15,broken clouds
457,Cairns,AU,2021-11-07 06:34:22,-16.9167,145.7667,94.95,64,3,10.36,clear sky
458,Tera,NE,2021-11-07 06:47:36,14.0078,0.7531,83.16,19,99,4.83,overcast clouds
459,Gizo,SB,2021-11-07 06:47:36,-8.103,156.8419,85.08,64,71,7.0,broken clouds
460,North Bend,US,2021-11-07 06:39:56,43.4065,-124.2243,44.17,97,1,10.36,clear sky
461,Agirish,RU,2021-11-07 06:47:37,61.9247,63.0231,34.9,97,100,11.12,light rain
462,Aqtobe,KZ,2021-11-07 06:47:37,50.2797,57.2072,37.49,22,0,11.18,clear sky
463,Trairi,BR,2021-11-07 06:46:37,-3.2778,-39.2689,78.48,81,22,7.99,few clouds
464,Kondopoga,RU,2021-11-07 06:47:38,62.2057,34.2614,33.48,81,100,6.71,overcast clouds
465,Dwarka,IN,2021-11-07 06:47:38,22.2394,68.9678,84.72,36,20,16.73,few clouds
466,Syzran,RU,2021-11-07 06:47:38,53.1585,48.4681,46.26,79,69,16.13,broken clouds
467,Svetlaya,RU,2021-11-07 06:47:39,46.5389,138.3297,38.01,30,100,4.79,overcast clouds
468,San Quintin,MX,2021-11-07 06:40:48,30.4833,-115.95,61.65,90,28,3.89,scattered clouds
469,Luena,AO,2021-11-07 06:47:39,-11.7833,19.9167,73.58,68,0,5.75,clear sky
470,Bayabas,PH,2021-11-07 06:47:39,16.45,120.5167,79.9,71,57,3.78,broken clouds
471,Lenger,KZ,2021-11-07 06:47:40,42.183,69.8839,38.64,26,0,4.85,clear sky
472,Chik,RU,2021-11-07 06:47:40,54.9928,82.4311,31.75,64,0,15.66,clear sky
473,Saint-Francois,FR,2021-11-07 06:47:40,46.4154,3.9054,36.68,100,90,0.0,fog
474,Zeya,RU,2021-11-07 06:47:41,53.75,127.2667,20.71,40,100,1.77,overcast clouds
475,Huescar,ES,2021-11-07 06:47:41,37.811,-2.5412,35.94,63,0,1.3,clear sky
